#multi:
	nose 			left front paw 			left back paw 			tail			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
3.467				291.4	-953.7	416						
3.475												
3.483												
3.492												
3.500												
3.508												
3.517												
3.525												
3.533												
3.542												
3.550												
3.558												
3.567												
3.575												
3.583												
3.592												
3.600												
3.608												
3.617												
3.625												
3.633												
3.642												
3.650												
3.658												
3.667												
3.675												
3.683												
3.692												
3.700												
3.708												
3.717												
3.725												
3.733												
3.742												
3.750												
3.758												
3.767												
3.775												
3.783												
3.792												
3.800												
3.808												
3.817												
3.825												
3.833												
3.842												
3.850												
3.858												
3.867												
3.875												
3.883												
3.892												
3.900												
3.908												
3.917												
3.925												
3.933												
3.942												
3.950												
3.958												
3.967												
3.975												
3.983												
3.992												
4.000												
4.008												
4.017												
4.025												
4.033												
4.042												
4.050												
4.058												
4.067												
4.075												
4.083												
4.092												
4.100												
4.108												
4.117												
4.125												
4.133												
4.142												
4.150												
4.158												
4.167												
4.175												
4.183												
4.192												
4.200												
4.208												
4.217												
4.225												
4.233												
4.242												
4.250												
4.258												
4.267												
4.275												
4.283												
4.292												
4.300												
4.308												
4.317												
4.325												
4.333												
4.342												
4.350												
4.358												
4.367												
4.375												
4.383												
4.392												
4.400												
4.408												
4.417												
4.425												
4.433												
4.442												
4.450												
4.458												
4.467												
4.475												
4.483												
4.492												
4.500												
4.508												
4.517												
4.525												
4.533												
4.542												
4.550												
4.558												
4.567												
4.575												
4.583												
4.592												
4.600												
4.608												
4.617												
4.625												
4.633												
4.642												
4.650												
4.658												
4.667												
4.675												
4.683												
4.692												
4.700												
4.708												
4.717												
4.725				801.2	-860.5	567						
4.733												
4.742												
4.750												
4.758												
4.767												
4.775												
4.783												
4.792												
4.800												
4.808												
4.817												
4.825												
4.833												
4.842												
4.850												
4.858												
4.867												
4.875												
4.883												
4.892												
4.900												
4.908												
4.917												
4.925												
4.933												
4.942												
4.950												
4.958												
4.967												
4.975												
4.983												
4.992												
5.000												
5.008												
5.017												
5.025												
5.033												
5.042												
5.050												
5.058												
5.067												
5.075												
5.083												
5.092												
5.100												
5.108												
5.117												
5.125												
5.133												
5.142												
5.150												
5.158												
5.167												
5.175												
5.183												
5.192												
5.200												
5.208												
5.217												
5.225												
5.233												
5.242												
5.250												
5.258												
5.267												
5.275												
