#multi:
	nose			eye			front left paw 			front left knee			front left thigh			back left paw 			back left knee			back left thigh			tail			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
0.367	1.174E3	-702.7	44	1.204E3	-673.0	44	1.494E3	-849.9	44	1.481E3	-736.7	44	1.418E3	-691.4	44												
0.375																											
0.383																											
0.392																											
0.400																											
0.408																											
0.417																											
0.425																											
0.433																											
0.442																											
0.450																											
0.458																											
0.467																											
0.475																											
0.483																											
0.492																											
0.500																											
0.508																											
0.517																											
0.525																											
0.533																											
0.542																											
0.550																											
0.558																											
0.567																											
0.575																											
0.583																											
0.592																											
0.600																											
0.608																											
0.617																											
0.625																											
0.633	1.142E3	-699.9	76	1.173E3	-668.8	76										1.528E3	-849.9	76	1.525E3	-750.8	76	1.575E3	-670.2	76			
0.642																											
0.650																											
0.658																											
0.667																											
0.675																											
0.683																											
0.692																											
0.700																											
0.708																											
0.717																											
0.725																											
0.733																											
0.742																											
0.750																											
0.758																											
0.767																											
0.775																											
0.783																											
0.792																											
0.800																											
0.808																											
0.817																											
0.825																											
0.833																											
0.842																											
0.850																											
0.858																											
0.867																											
0.875																											
0.883																											
0.892																											
0.900																											
0.908																											
0.917																											
0.925																											
0.933																											
0.942																											
0.950																											
0.958																											
0.967																											
0.975																											
0.983																											
0.992																											
1.000																											
1.008																											
1.017																											
1.025																											
1.033																											
1.042																											
1.050																											
1.058																											
1.067																											
1.075																											
1.083																											
1.092																											
1.100																											
1.108																											
1.117																											
1.125																											
1.133																											
1.142																											
1.150																											
1.158																											
1.167																											
1.175																											
1.183																											
1.192																											
1.200																											
1.208																											
1.217																											
1.225																											
1.233																											
1.242																											
1.250																											
1.258																											
1.267																											
1.275																											
1.283																											
1.292																											
1.300																											
1.308																											
1.317																											
1.325																											
1.333																											
1.342																											
1.350																											
1.358	1.072E3	-709.1	163	1.107E3	-681.3	163	1.165E3	-866.8	163	1.276E3	-752.0	163	1.271E3	-672.5	163												
1.367																											
1.375																											
1.383																											
1.392																											
1.400																											
1.408																											
1.417																											
1.425																											
1.433																											
1.442																											
1.450																											
1.458																											
1.467																											
1.475																											
1.483																											
1.492																											
1.500																											
1.508																											
1.517																											
1.525																											
1.533																											
1.542																											
1.550																											
1.558																											
1.567																											
1.575																											
1.583																											
1.592																											
1.600																											
1.608																											
1.617																											
1.625																											
1.633																											
1.642																											
1.650																											
1.658																											
1.667																											
1.675																											
1.683																											
1.692																											
1.700																											
1.708																											
1.717																											
1.725																											
1.733																											
1.742																											
1.750																											
1.758																											
1.767																											
1.775																											
1.783																											
1.792																											
1.800																											
1.808																											
1.817																											
1.825																											
1.833																											
1.842																											
1.850																											
1.858																											
1.867																											
1.875																											
1.883																											
1.892																											
1.900																											
1.908																											
1.917																											
1.925																											
1.933																											
1.942																											
1.950																											
1.958																											
1.967																											
1.975																											
1.983																											
1.992																											
2.000																											
2.008																											
2.017																											
2.025																											
2.033																											
2.042																											
2.050																											
2.058																											
2.067																											
2.075																											
2.083																											
2.092																											
2.100																											
2.108																											
2.117																											
2.125																											
2.133																											
2.142																											
2.150																											
2.158																											
2.167																											
2.175																											
2.183																											
2.192																											
2.200																											
2.208																											
2.217																											
2.225																											
2.233																											
2.242																											
2.250																											
2.258																											
2.267																											
2.275																											
2.283																											
2.292																											
2.300																											
2.308																											
2.317																											
2.325																											
2.333																											
2.342																											
2.350																											
2.358																											
2.367																											
2.375																											
2.383																											
2.392																											
2.400																											
2.408																											
2.417																											
2.425																											
2.433																											
2.442																											
2.450																											
2.458																											
2.467																											
2.475																											
2.483																											
2.492																											
2.500																											
2.508																											
2.517																											
2.525																											
2.533																											
2.542																											
2.550																											
2.558																											
2.567																											
2.575																											
2.583																											
2.592																											
2.600																											
2.608																											
2.617																											
2.625																											
2.633																											
2.642																											
2.650																											
2.658																											
2.667																											
2.675	943.0	-714.1	321	974.5	-687.6	321										1.532E3	-855.4	321	1.443E3	-774.7	321	1.454E3	-692.7	321			
2.683																											
2.692																											
2.700																											
2.708																											
2.717																											
2.725																											
2.733																											
2.742																											
2.750																											
2.758																											
2.767																											
2.775																											
2.783																											
2.792																											
2.800																											
2.808																											
2.817																											
2.825																											
2.833																											
2.842																											
2.850																											
2.858																											
2.867																											
2.875																											
2.883																											
2.892																											
2.900																											
2.908																											
2.917																											
2.925																											
2.933																											
2.942																											
2.950																											
2.958																											
2.967																											
2.975																											
2.983																											
2.992																											
3.000																											
3.008																											
3.017																											
3.025																											
3.033																											
3.042																											
3.050																											
3.058																											
3.067																											
3.075																											
3.083																											
3.092																											
3.100																											
3.108																											
3.117																											
3.125																											
3.133																											
3.142																											
3.150																											
3.158																											
3.167																											
3.175																											
3.183																											
3.192																											
3.200																											
3.208																											
3.217																											
3.225																											
3.233																											
3.242																											
3.250																											
3.258																											
3.267																											
3.275																											
3.283																											
3.292																											
3.300																											
3.308																											
3.317																											
3.325																											
3.333																											
3.342																											
3.350																											
3.358																											
3.367																											
3.375																											
3.383																											
3.392																											
3.400																											
3.408																											
3.417																											
3.425																											
3.433																											
3.442																											
3.450																											
3.458																											
3.467																											
3.475																											
3.483																											
3.492																											
3.500																											
3.508																											
3.517																											
3.525																											
3.533																											
3.542																											
3.550																											
3.558																											
3.567																											
3.575																											
3.583																											
3.592																											
3.600																											
3.608																											
3.617																											
3.625																											
3.633																											
3.642																											
3.650																											
3.658																											
3.667																											
3.675																											
3.683																											
3.692																											
3.700																											
3.708																											
3.717																											
3.725																											
3.733																											
3.742																											
3.750																											
3.758	835.7	-743.1	451	869.8	-711.6	451				1.140E3	-759.5	451	1.068E3	-701.5	451										1.342E3	-633.4	451
3.767																											
3.775																											
3.783																											
3.792																											
3.800																											
3.808																											
3.817																											
