#multi:
	nose			front right paw 			back right paw 			tail			eye			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
0.842	1.387E3	-668.2	101	1.498E3	-816.8	101									
0.850															
0.858															
0.867															
0.875															
0.883															
0.892															
0.900															
0.908															
0.917															
0.925															
0.933															
0.942															
0.950															
0.958															
0.967															
0.975															
0.983															
0.992															
1.000															
1.008															
1.017															
1.025															
1.033															
1.042															
1.050															
1.058															
1.067															
1.075															
1.083															
1.092															
1.100															
1.108															
1.117															
1.125															
1.133															
1.142															
1.150															
1.158															
1.167															
1.175															
1.183															
1.192															
1.200															
1.208															
1.217															
1.225															
1.233															
1.242															
1.250															
1.258															
1.267															
1.275															
1.283															
1.292															
1.300															
1.308															
1.317															
1.325															
1.333															
1.342															
1.350															
1.358															
1.367															
1.375	1.122E3	-545.8	165				1.873E3	-802.2	165						
1.383															
1.392															
1.400															
1.408															
1.417															
1.425															
1.433															
1.442															
1.450															
1.458															
1.467															
1.475															
1.483															
1.492															
1.500															
1.508															
1.517															
1.525															
1.533															
1.542															
1.550															
1.558															
1.567				1.503E3	-816.8	188									
1.575															
1.583															
1.592															
1.600															
1.608															
1.617															
1.625															
1.633															
1.642															
1.650															
1.658															
1.667															
1.675															
1.683															
1.692															
1.700															
1.708															
1.717															
1.725															
1.733															
1.742															
1.750															
1.758															
1.767															
1.775															
1.783															
1.792															
1.800															
1.808															
1.817															
1.825															
1.833															
1.842															
1.850															
1.858															
1.867															
1.875															
1.883															
1.892															
1.900															
1.908															
1.917															
1.925															
1.933															
1.942															
1.950															
1.958															
1.967															
1.975															
1.983															
1.992															
2.000															
2.008															
2.017															
2.025															
2.033															
2.042															
2.050															
2.058															
2.067															
2.075															
2.083															
2.092	754.6	-516.7	251				1.168E3	-828.4	251				748.8	-464.2	251
2.100															
2.108															
2.117															
2.125															
2.133															
2.142															
2.150															
2.158															
2.167															
2.175															
2.183															
2.192															
2.200															
2.208															
2.217															
2.225															
2.233															
2.242															
2.250															
2.258															
2.267															
2.275															
2.283															
2.292															
2.300															
2.308															
2.317															
2.325	614.7	-487.6	279	731.3	-819.7	279							606.0	-435.1	279
2.333															
2.342															
2.350															
2.358															
2.367															
2.375															
2.383															
2.392															
2.400															
2.408															
2.417															
2.425															
2.433															
2.442															
2.450															
2.458															
2.467															
2.475															
2.483															
2.492															
2.500															
2.508															
2.517															
2.525															
2.533															
2.542															
2.550															
2.558															
2.567															
2.575															
2.583															
2.592															
2.600															
2.608															
2.617															
2.625															
2.633															
2.642															
2.650															
2.658															
2.667															
2.675															
2.683															
2.692															
2.700															
2.708															
2.717															
2.725															
2.733															
2.742															
2.750															
2.758	317.6	-537.1	331				1.133E3	-825.5	331						
