#multi:
	nose 			front left paw			back left paw			tail			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
0.475				911.9	-831.4	57				300.1	-554.6	57
0.483												
0.492												
0.500												
0.508												
0.517												
0.525												
0.533												
0.542												
0.550												
0.558												
0.567												
0.575	1.174E3	-528.3	69				297.2	-802.2	69			
0.583												
0.592												
0.600												
0.608												
0.617												
0.625												
0.633												
0.642												
0.650												
0.658												
0.667												
0.675												
0.683												
0.692												
0.700												
0.708												
0.717												
0.725												
0.733												
0.742												
0.750												
0.758												
0.767												
0.775												
0.783												
0.792												
0.800												
0.808												
0.817												
0.825												
0.833												
0.842												
0.850												
0.858												
0.867												
0.875												
0.883												
0.892												
0.900	1.515E3	-598.3	108	903.2	-834.3	108				742.9	-490.5	108
0.908												
0.917												
0.925												
0.933												
0.942												
0.950												
0.958												
0.967												
0.975												
0.983												
0.992												
1.000												
1.008												
1.017												
1.025												
1.033												
1.042												
1.050												
1.058												
1.067												
1.075												
1.083												
1.092												
1.100												
1.108												
1.117												
1.125												
1.133												
1.142												
1.150												
1.158												
1.167												
1.175												
1.183												
1.192												
1.200												
1.208												
1.217												
1.225												
1.233												
1.242												
1.250												
1.258												
1.267												
1.275												
1.283												
1.292												
1.300												
1.308												
1.317												
1.325												
1.333												
1.342												
1.350												
1.358							1.355E3	-811.0	163	1.186E3	-557.5	163
1.367												
1.375												
1.383												
1.392												
1.400												
1.408												
1.417												
1.425												
1.433												
1.442												
1.450												
1.458												
1.467												
1.475												
1.483												
1.492												
1.500												
1.508												
1.517												
1.525												
1.533												
1.542												
1.550												
1.558												
1.567												
1.575												
1.583												
1.592												
1.600												
1.608												
1.617												
1.625												
1.633												
1.642												
1.650												
1.658												
1.667												
1.675												
1.683												
1.692												
1.700												
1.708												
1.717												
1.725												
1.733												
1.742												
1.750												
1.758												
1.767												
1.775												
1.783												
1.792							1.416E3	-825.5	215			
1.800										1.565E3	-627.4	216
