#multi:
	nose 			front left paw 			back left paw 			tail			eye f			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
1.192							460.3	-875.1	143				917.8	-446.8	143
1.200															
1.208															
1.217															
1.225															
1.233															
1.242															
1.250															
1.258															
1.267															
1.275															
1.283															
1.292															
1.300															
1.308															
1.317															
1.325															
1.333															
1.342															
1.350															
1.358															
1.367															
1.375															
1.383															
1.392															
1.400															
1.408															
1.417															
1.425															
1.433				1.002E3	-880.9	172									
1.442															
1.450															
1.458															
1.467															
1.475															
1.483															
1.492															
1.500															
1.508															
1.517															
1.525															
1.533															
1.542															
1.550															
1.558															
1.567															
1.575															
1.583															
1.592															
1.600															
1.608															
1.617															
1.625															
1.633															
1.642															
1.650															
1.658															
1.667							469.1	-872.1	200						
1.675															
1.683															
1.692															
1.700															
1.708															
1.717															
1.725															
1.733															
1.742															
1.750															
1.758															
1.767															
1.775															
1.783															
1.792															
1.800															
1.808															
1.817															
1.825															
1.833															
1.842															
1.850															
1.858															
1.867															
1.875				993.5	-872.1	225									
1.883															
1.892															
1.900															
1.908															
1.917															
1.925															
1.933															
1.942															
1.950															
1.958															
1.967															
1.975															
1.983															
1.992															
2.000															
2.008															
2.017															
2.025															
2.033															
2.042															
2.050															
2.058															
2.067															
2.075															
2.083															
2.092															
2.100															
2.108															
2.117															
2.125															
2.133															
2.142															
2.150															
2.158															
2.167															
2.175															
2.183															
2.192															
2.200															
2.208															
2.217															
2.225															
2.233															
2.242															
2.250															
2.258															
2.267															
2.275															
2.283															
2.292															
2.300															
2.308															
2.317															
2.325															
2.333															
2.342															
2.350															
2.358															
2.367															
2.375															
2.383															
2.392															
2.400															
2.408															
2.417															
2.425															
2.433															
2.442															
2.450															
2.458															
2.467															
2.475															
2.483															
2.492															
2.500															
2.508															
2.517															
2.525															
2.533															
2.542															
2.550															
2.558															
2.567															
2.575															
2.583															
2.592															
2.600															
2.608															
2.617															
2.625															
2.633															
2.642															
2.650															
2.658															
2.667															
2.675															
2.683															
2.692															
2.700															
2.708															
2.717															
2.725															
2.733															
2.742															
2.750															
2.758															
2.767															
2.775															
2.783							1.533E3	-886.7	334						
