#multi:
	nose			eye f			front right paw 			back right paw 			tail			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
1.317	1.154E3	-577.5	158	1.148E3	-528.1	158				1.581E3	-838.4	158			
1.325															
1.333															
1.342															
1.350															
1.358															
1.367															
1.375															
1.383															
1.392															
1.400															
1.408															
1.417															
1.425															
1.433															
1.442															
1.450															
1.458															
1.467															
1.475															
1.483	1.044E3	-572.4	178	1.045E3	-531.5	178	1.139E3	-835.0	178						
1.492															
1.500															
1.508															
1.517															
1.525															
1.533															
1.542															
1.550															
1.558															
1.567															
1.575															
1.583															
1.592															
1.600															
1.608															
1.617															
1.625															
1.633															
1.642															
1.650															
1.658															
1.667															
1.675															
1.683															
1.692															
1.700															
1.708															
1.717															
1.725															
1.733															
1.742															
1.750															
1.758															
1.767															
1.775															
1.783															
1.792															
1.800															
1.808															
1.817															
1.825															
1.833															
1.842															
1.850	823.6	-654.2	222	825.3	-601.4	222				1.557E3	-841.8	222			
1.858															
1.867															
1.875															
1.883															
1.892															
1.900															
1.908															
1.917															
1.925															
1.933															
1.942															
1.950															
1.958															
1.967															
1.975															
1.983															
1.992															
2.000															
2.008															
2.017															
2.025															
2.033															
2.042															
2.050															
2.058															
2.067															
2.075															
2.083															
2.092															
2.100															
2.108															
2.117															
2.125	625.8	-661.1	255	641.1	-606.5	255	1.148E3	-840.1	255						
2.133															
2.142															
2.150															
2.158															
2.167															
2.175															
2.183															
2.192															
2.200															
2.208															
2.217															
2.225															
2.233															
2.242															
2.250															
2.258															
2.267															
2.275															
2.283															
2.292															
2.300															
2.308															
2.317															
2.325															
2.333															
2.342															
2.350															
2.358															
2.367															
2.375															
2.383															
2.392															
2.400															
2.408															
2.417															
2.425															
2.433															
2.442															
2.450															
2.458															
2.467															
2.475															
2.483															
2.492															
2.500															
2.508															
2.517															
2.525															
2.533															
2.542															
2.550															
2.558															
2.567															
2.575															
2.583															
2.592															
2.600															
2.608															
2.617															
2.625															
2.633															
2.642	301.8	-683.2	317	347.9	-633.8	317	748.6	-838.4	317						
2.650															
2.658															
2.667															
2.675															
2.683															
2.692															
2.700															
2.708															
2.717															
2.725															
2.733															
2.742															
2.750															
2.758															
2.767															
2.775															
2.783															
2.792															
2.800															
2.808							364.9	-845.2	337						
2.817															
2.825															
2.833															
2.842															
2.850															
2.858															
2.867															
2.875															
2.883															
2.892															
2.900															
2.908															
2.917															
2.925															
2.933															
2.942															
2.950															
2.958															
2.967															
2.975															
2.983															
2.992															
3.000															
3.008															
3.017															
3.025															
3.033															
3.042															
3.050															
3.058															
3.067															
3.075															
3.083															
3.092															
3.100															
3.108															
3.117															
3.125															
3.133															
3.142															
3.150															
3.158															
3.167															
3.175															
3.183															
3.192															
3.200															
3.208															
3.217															
3.225															
3.233															
3.242															
3.250															
3.258															
3.267															
3.275															
3.283															
3.292															
3.300															
3.308															
3.317															
3.325															
3.333															
3.342															
3.350															
3.358															
3.367															
3.375															
3.383															
3.392															
3.400															
3.408										748.6	-843.5	409			
3.417															
3.425															
3.433															
3.442															
3.450															
3.458															
3.467															
3.475															
3.483															
3.492															
3.500															
3.508															
3.517															
3.525							353.0	-853.7	423						
